Date,Close,High,Low,Open,Volume,Log_Return,Rolling_Weekly_Volatility,Annual_Rolling_Volatility
2018-12-22,221.6321258544922,224.89733637571825,209.11695064494236,213.8403304793104,705164500,0.03469151208820231,0.027381514870234935,0.19745091172902351
2018-12-29,225.78294372558597,226.427042126828,217.98220855516612,223.2512818304652,557994100,0.018555195141512625,0.027480332495302705,0.19816349575722636
2019-01-05,231.6782684326172,231.83928623200927,225.1567745531701,226.05135428366847,471340300,0.02577552343325517,0.027840248533147045,0.20075888721584556
2019-01-12,238.36964416503903,238.83484297385849,229.3791311766124,229.7816755683989,457771900,0.02847296035336388,0.028495992816938,0.20548752649344695
2019-01-19,237.76145935058597,238.58448492137728,233.18121434900004,236.902670237892,357649000,-0.0025546961361585956,0.028453469535301982,0.20518088674876764
2019-01-26,241.5902404785156,242.6100746470518,234.19207469080325,235.6234079604837,434018300,0.015975170449160143,0.028609641849794806,0.20630706132419116
2019-02-02,241.9569854736328,244.61388841655088,239.5952818353024,241.6349225682208,369916300,0.0015168945069117211,0.028615679519399334,0.20635059957887805
2019-02-09,248.12960815429688,248.1653989923437,241.56339534384023,242.61006577852925,385891900,0.02519125879421106,0.029050773235482906,0.209488104984821
2019-02-16,249.7130584716797,249.9098398508048,247.2171727858097,247.3334725465024,278060900,0.006361269385510396,0.02902609556876625,0.2093101517994096
2019-02-23,250.8580780029297,251.65423982387628,248.2280112228881,251.13539555521083,330945200,0.004574860373916217,0.028969839431349224,0.20890448302337633
2019-03-02,245.5263671875,252.15520686048225,243.7014440300641,251.91368013975347,421329900,-0.021483009481773643,0.029207239666252917,0.21061640046288124
2019-03-09,251.6540985107422,252.6113049055134,246.2150684262098,246.24190471296072,374233000,0.024651176188333644,0.029554111443349435,0.21311772841954685
2019-03-16,250.9117584228516,256.23997647017444,250.84885542975505,252.9783438534152,439286800,-0.002954202389736646,0.029540869861544927,0.21302224201521805
2019-03-23,253.81396484375,254.13741891416976,249.4651308995007,250.57029306075864,364351100,0.011500259539860603,0.02964451115221775,0.21376960999077033
